thisToken=extended,thisLemma=extend,thisPos=VBD,lastToken=Inc.,lastLemma=Inc.,lastPos=NNP,nextToken=its,nextLemma=its,nextPos=PRP$,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=contribute-13.2-2;!exist-47.1-1;!future_having-13.3,depth=6,parentNode=VP,siblings=NP;!VP,distStart=13,distEnd=24,inQuotes=False,label=N,metaData=0;13;wsj_2423.xml
thisToken=purchase,thisLemma=purchase,thisPos=VB,lastToken=n't,lastLemma=not,lastPos=RB,nextToken=any,nextLemma=any,nextPos=DT,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=obtain-13.5.2-1,depth=11,parentNode=VP,siblings=MD;!RB;!VP,distStart=23,distEnd=14,inQuotes=False,label=N,metaData=0;23;wsj_2423.xml
thisToken=expired,thisLemma=expire,thisPos=VBD,lastToken=agreement,lastLemma=agreement,lastPos=NN,nextToken=Thursday,nextLemma=Thursday,nextPos=NNP,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=disappearance-48.2,depth=3,parentNode=VP,siblings=NP;!VP;!.,distStart=3,distEnd=2,inQuotes=False,label=N,metaData=1;3;wsj_2423.xml
thisToken=said,thisLemma=say,thisPos=VBD,lastToken=Hammond,lastLemma=Hammond,lastPos=NNP,nextToken=that,nextLemma=that,nextPos=IN,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=indicate-78-1;!say-37.7-1,depth=3,parentNode=VP,siblings=NP;!VP;!.,distStart=1,distEnd=28,inQuotes=False,label=Y,metaData=2;1;wsj_2423.xml
thisToken=are,thisLemma=be,thisPos=VBP,lastToken=agreement,lastLemma=agreement,lastPos=NN,nextToken=uncertain,nextLemma=uncertain,nextPos=JJ,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=,depth=7,parentNode=VP,siblings=NP;!VP,distStart=27,distEnd=2,inQuotes=False,label=N,metaData=2;27;wsj_2423.xml
thisToken=continuing,thisLemma=continue,thisPos=VBG,lastToken=are,lastLemma=be,lastPos=VBP,"nextToken=,","nextLemma=,","nextPos=,",colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=continue-55.3,depth=8,parentNode=VP,siblings=VBP;!VP,distStart=17,distEnd=12,inQuotes=False,label=N,metaData=2;17;wsj_2423.xml
thisToken=increased,thisLemma=increase,thisPos=VBN,lastToken=has,lastLemma=have,lastPos=VBZ,nextToken=its,nextLemma=its,nextPos=PRP$,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=calibratable_cos-45.6-1;!other_cos-45.4,depth=4,parentNode=VP,siblings=VBZ;!VP,distStart=2,distEnd=11,inQuotes=False,label=N,metaData=3;2;wsj_2423.xml
thisToken=led,thisLemma=lead,thisPos=VBD,lastToken=filings,lastLemma=filings,lastPos=NNS,nextToken=Hammond,nextLemma=Hammond,nextPos=NNP,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=accompany-51.7;!force-59,depth=3,parentNode=VP,siblings=NP;!VP;!.,distStart=8,distEnd=7,inQuotes=False,label=N,metaData=4;8;wsj_2423.xml
thisToken=request,thisLemma=request,thisPos=VB,lastToken=to,lastLemma=to,lastPos=TO,nextToken=a,nextLemma=a,nextPos=DT,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=,depth=6,parentNode=VP,siblings=TO;!VP,distStart=11,distEnd=4,inQuotes=False,label=N,metaData=4;11;wsj_2423.xml
thisToken=made,thisLemma=make,thisPos=VBN,lastToken=Statements,lastLemma=statement,lastPos=NNS,nextToken=in,nextLemma=in,nextPos=IN,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=build-26.1-1;!dub-29.3;!reach-51.8,depth=4,parentNode=VP,siblings=NP;!VP,distStart=1,distEnd=14,inQuotes=False,label=N,metaData=4;1;wsj_2423.xml
thisToken=purchased,thisLemma=purchase,thisPos=VBD,"lastToken=,","lastLemma=,","lastPos=,","nextToken=34,602","nextLemma=34,602",nextPos=CD,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=obtain-13.5.2-1,depth=3,parentNode=VP,siblings=X;!NP;!VP;!.,distStart=11,distEnd=23,inQuotes=False,label=N,metaData=0;11;wsj_2419.xml
thisToken=said,thisLemma=say,thisPos=VBD,lastToken=filing,lastLemma=filing,lastPos=NN,nextToken=.,nextLemma=.,nextPos=.,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=indicate-78-1;!say-37.7-1,depth=3,parentNode=VP,"siblings=S;!,;!NP;!VP;!.",distStart=14,distEnd=1,inQuotes=False,label=Y,metaData=1;14;wsj_2419.xml
thisToken=bought,thisLemma=buy,thisPos=VBN,lastToken=was,lastLemma=be,lastPos=VBD,nextToken=on,nextLemma=on,nextPos=IN,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=get-13.5.1,depth=5,parentNode=VP,siblings=VBD;!VP,distStart=3,distEnd=12,inQuotes=False,label=N,metaData=1;3;wsj_2419.xml
thisToken=offers,thisLemma=offer,thisPos=VBZ,lastToken=tender,lastLemma=tender,lastPos=NN,nextToken=from,nextLemma=from,nextPos=IN,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=future_having-13.3;!reflexive_appearance-48.1.2,depth=3,parentNode=VP,siblings=S;!VP;!NP;!.,distStart=26,distEnd=6,inQuotes=False,label=N,metaData=2;26;wsj_2419.xml
thisToken=are,thisLemma=be,thisPos=VBP,"lastToken=,","lastLemma=,","lastPos=,",nextToken=targets,nextLemma=target,nextPos=NNS,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=,depth=4,parentNode=VP,"siblings=SBAR;!,;!NP;!,;!NP;!VP",distStart=21,distEnd=11,inQuotes=False,label=N,metaData=2;21;wsj_2419.xml
thisToken=reported,thisLemma=report,thisPos=VBN,lastToken=previously,lastLemma=previously,lastPos=RB,"nextToken=,","nextLemma=,","nextPos=,",colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=characterize-29.2-1-2;!consider-29.9-1;!say-37.7-1,depth=6,parentNode=VP,siblings=ADVP;!VP,distStart=2,distEnd=30,inQuotes=False,label=Y,metaData=2;2;wsj_2419.xml
thisToken=extended,thisLemma=extend,thisPos=VBN,lastToken=has,lastLemma=have,lastPos=VBZ,nextToken=both,nextLemma=both,nextPos=DT,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=contribute-13.2-2;!exist-47.1-1;!future_having-13.3,depth=5,parentNode=VP,siblings=VBZ;!VP,distStart=20,distEnd=6,inQuotes=False,label=N,metaData=3;20;wsj_2419.xml
thisToken=offered,thisLemma=offer,thisPos=VBN,lastToken=has,lastLemma=have,lastPos=VBZ,nextToken=$,nextLemma=$,nextPos=$,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=future_having-13.3;!reflexive_appearance-48.1.2,depth=5,parentNode=VP,siblings=VBZ;!VP,distStart=3,distEnd=23,inQuotes=False,label=N,metaData=3;3;wsj_2419.xml
thisToken=rejected,thisLemma=reject,thisPos=VBD,lastToken=companies,lastLemma=company,lastPos=NNS,nextToken=the,nextLemma=the,nextPos=DT,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=,depth=3,parentNode=VP,siblings=NP;!VP;!.,distStart=2,distEnd=3,inQuotes=False,label=N,metaData=4;2;wsj_2419.xml
thisToken=said,thisLemma=say,thisPos=VBD,lastToken=Inc.,lastLemma=Inc.,lastPos=NNP,nextToken=it,nextLemma=it,nextPos=PRP,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=indicate-78-1;!say-37.7-1,depth=3,parentNode=VP,siblings=NP;!VP;!.,distStart=3,distEnd=16,inQuotes=False,label=Y,metaData=0;3;wsj_2447.xml
thisToken=reached,thisLemma=reach,thisPos=VBD,lastToken=it,lastLemma=it,lastPos=PRP,nextToken=a,nextLemma=a,nextPos=DT,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=get-13.5.1;!reach-51.8,depth=6,parentNode=VP,siblings=NP;!VP,distStart=5,distEnd=14,inQuotes=False,label=N,metaData=0;5;wsj_2447.xml
thisToken=manufacture,thisLemma=manufacture,thisPos=VB,lastToken=to,lastLemma=to,lastPos=TO,"nextToken=1,000","nextLemma=1,000",nextPos=CD,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=create-26.4,depth=9,parentNode=VP,siblings=TO;!VP,distStart=10,distEnd=9,inQuotes=False,label=N,metaData=0;10;wsj_2447.xml
thisToken=estimated,thisLemma=estimate,thisPos=VBD,lastToken=Trinity,lastLemma=Trinity,lastPos=NNP,nextToken=the,nextLemma=the,nextPos=DT,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=price-54.4,depth=3,parentNode=VP,siblings=NP;!VP;!.,distStart=1,distEnd=12,inQuotes=False,label=Y,metaData=1;1;wsj_2447.xml
thisToken=said,thisLemma=say,thisPos=VBD,lastToken=Trinity,lastLemma=Trinity,lastPos=NNP,nextToken=it,nextLemma=it,nextPos=PRP,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=indicate-78-1;!say-37.7-1,depth=3,parentNode=VP,siblings=NP;!VP;!.,distStart=1,distEnd=16,inQuotes=False,label=Y,metaData=2;1;wsj_2447.xml
thisToken=plans,thisLemma=plan,thisPos=VBZ,lastToken=it,lastLemma=it,lastPos=PRP,nextToken=to,nextLemma=to,nextPos=TO,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=wish-62,depth=6,parentNode=VP,siblings=NP;!VP,distStart=3,distEnd=14,inQuotes=False,label=N,metaData=2;3;wsj_2447.xml
thisToken=begin,thisLemma=begin,thisPos=VB,lastToken=to,lastLemma=to,lastPos=TO,nextToken=delivery,nextLemma=delivery,nextPos=NN,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=begin-55.1-1,depth=9,parentNode=VP,siblings=TO;!VP,distStart=5,distEnd=12,inQuotes=False,label=N,metaData=2;5;wsj_2447.xml
thisToken=said,thisLemma=say,thisPos=VBD,lastToken=It,lastLemma=it,lastPos=PRP,nextToken=the,nextLemma=the,nextPos=DT,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=indicate-78-1;!say-37.7-1,depth=3,parentNode=VP,siblings=NP;!VP;!.,distStart=1,distEnd=27,inQuotes=False,label=Y,metaData=3;1;wsj_2447.xml
thisToken=are,thisLemma=be,thisPos=VBP,lastToken=cars,lastLemma=car,lastPos=NNS,nextToken=in,nextLemma=in,nextPos=IN,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=,depth=6,parentNode=VP,siblings=NP;!VP,distStart=6,distEnd=22,inQuotes=False,label=N,metaData=3;6;wsj_2447.xml
thisToken=produced,thisLemma=produce,thisPos=VBN,lastToken=being,lastLemma=be,lastPos=VBG,nextToken=for,nextLemma=for,nextPos=IN,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=create-26.4;!performance-26.7-2,depth=10,parentNode=VP,siblings=VBG;!VP,distStart=17,distEnd=11,inQuotes=False,label=N,metaData=3;17;wsj_2447.xml
thisToken=amend,thisLemma=amend,thisPos=VB,lastToken=then,lastLemma=then,lastPos=RB,nextToken=the,nextLemma=the,nextPos=DT,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=,depth=4,parentNode=VP,siblings=MD;!NP;!VP,distStart=13,distEnd=14,inQuotes=False,label=N,metaData=1;13;wsj_2401.xml
thisToken=require,thisLemma=require,thisPos=VB,lastToken=To,lastLemma=to,lastPos=TO,nextToken=that,nextLemma=that,nextPos=IN,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=order-60-1,depth=8,parentNode=VP,siblings=TO;!VP,distStart=17,distEnd=10,inQuotes=False,label=N,metaData=1;17;wsj_2401.xml
thisToken=give,thisLemma=give,thisPos=VBP,lastToken=employees,lastLemma=employee,lastPos=NNS,nextToken=Similar,nextLemma=similar,nextPos=JJ,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=give-13.1-1,depth=11,parentNode=VP,siblings=NP;!VP,distStart=21,distEnd=6,inQuotes=False,label=N,metaData=1;21;wsj_2401.xml
thisToken=quit,thisLemma=quit,thisPos=VB,lastToken=they,lastLemma=they,lastPos=PRP,nextToken=?,nextLemma=?,nextPos=.,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=complete-55.2,depth=14,parentNode=VP,siblings=NP;!VP,distStart=26,distEnd=1,inQuotes=False,label=N,metaData=1;26;wsj_2401.xml
thisToken=are,thisLemma=be,thisPos=VBP,"lastToken=,","lastLemma=,","lastPos=,",nextToken=we,nextLemma=we,nextPos=PRP,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=,depth=3,parentNode=VP,siblings=SBAR;!VP;!.,distStart=11,distEnd=9,inQuotes=False,label=N,metaData=4;11;wsj_2401.xml
thisToken=caught,thisLemma=catch,thisPos=VBN,lastToken=``,lastLemma=``,lastPos=``,nextToken=with,nextLemma=with,nextPos=IN,colonAdj=False,quoteAdjIns=True,quoteAdjOut=False,VNclasses=get-13.5.1,depth=5,parentNode=VP,siblings=NP;!``;!VP,distStart=14,distEnd=6,inQuotes=True,label=N,metaData=4;14;wsj_2401.xml
thisToken=curtailed,thisLemma=curtail,thisPos=VBN,lastToken=are,lastLemma=be,lastPos=VBP,nextToken=due,nextLemma=due,nextPos=JJ,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=,depth=6,parentNode=VP,siblings=VBP;!VP,distStart=4,distEnd=16,inQuotes=False,label=N,metaData=4;4;wsj_2401.xml
thisToken=is,thisLemma=be,thisPos=VBZ,lastToken=Following,lastLemma=follow,lastPos=VBG,nextToken=a,nextLemma=a,nextPos=DT,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=,depth=3,parentNode=VP,siblings=ADJP;!VP;!NP;!.,distStart=1,distEnd=25,inQuotes=False,label=N,metaData=0;1;wsj_2414.xml
thisToken=reported,thisLemma=report,thisPos=VBN,"lastToken=,","lastLemma=,","lastPos=,",nextToken=by,nextLemma=by,nextPos=IN,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=characterize-29.2-1-2;!consider-29.9-1;!say-37.7-1,depth=4,parentNode=VP,"siblings=NP;!,;!VP",distStart=17,distEnd=9,inQuotes=False,label=N,metaData=0;17;wsj_2414.xml
thisToken=shown,thisLemma=show,thisPos=VBN,lastToken=Also,lastLemma=also,lastPos=RB,nextToken=is,nextLemma=be,nextPos=VBZ,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=conjecture-29.5-2;!crane-40.3.2;!indicate-78-1-1;!reflexive_appearance-48.1.2;!transfer_mesg-37.1.1-1-1,depth=3,parentNode=VP,siblings=RB;!VP;!VP;!NP;!.,distStart=1,distEnd=23,inQuotes=False,label=N,metaData=1;1;wsj_2414.xml
thisToken=is,thisLemma=be,thisPos=VBZ,lastToken=shown,lastLemma=show,lastPos=VBN,nextToken=the,nextLemma=the,nextPos=DT,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=,depth=3,parentNode=VP,siblings=RB;!VP;!VP;!NP;!.,distStart=2,distEnd=22,inQuotes=False,label=N,metaData=1;2;wsj_2414.xml
thisToken=listed,thisLemma=list,thisPos=VBN,lastToken=closing,lastLemma=closing,lastPos=NN,nextToken=market,nextLemma=market,nextPos=NN,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=,depth=5,parentNode=VP,siblings=NP;!VP,distStart=5,distEnd=19,inQuotes=False,label=N,metaData=1;5;wsj_2414.xml
thisToken=Translated,thisLemma=translate,thisPos=VBN,lastToken=-,lastLemma=-,lastPos=:,nextToken=at,nextLemma=at,nextPos=IN,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=turn-26.6.1,depth=3,parentNode=VP,siblings=X;!:;!VP;!.,distStart=2,distEnd=6,inQuotes=False,label=N,metaData=3;2;wsj_2414.xml
thisToken=said,thisLemma=say,thisPos=VBD,lastToken=Institute,lastLemma=Institute,lastPos=NNP,nextToken=.,nextLemma=.,nextPos=.,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=indicate-78-1;!say-37.7-1,depth=3,parentNode=VP,"siblings=S;!,;!NP;!VP;!.",distStart=37,distEnd=1,inQuotes=False,label=Y,metaData=0;37;wsj_2410.xml
thisToken=revised,thisLemma=revise,thisPos=VBN,lastToken=was,lastLemma=be,lastPos=VBD,nextToken=upward,nextLemma=upward,nextPos=RB,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=,depth=5,parentNode=VP,siblings=VBD;!VP,distStart=15,distEnd=23,inQuotes=False,label=N,metaData=0;15;wsj_2410.xml
thisToken=said,thisLemma=say,thisPos=VBD,lastToken=agency,lastLemma=agency,lastPos=NN,nextToken=the,nextLemma=the,nextPos=DT,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=indicate-78-1;!say-37.7-1,depth=3,parentNode=VP,siblings=NP;!VP;!.,distStart=3,distEnd=21,inQuotes=False,label=Y,metaData=1;3;wsj_2410.xml
thisToken=left,thisLemma=leave,thisPos=VBD,lastToken=revision,lastLemma=revision,lastPos=NN,nextToken=the,nextLemma=the,nextPos=DT,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=escape-51.1-1;!fulfilling-13.4.1;!future_having-13.3;!keep-15.2;!leave-51.2-1,depth=6,parentNode=VP,siblings=NP;!VP,distStart=7,distEnd=17,inQuotes=False,label=N,metaData=1;7;wsj_2410.xml
thisToken=said,thisLemma=say,thisPos=VBD,lastToken=institute,lastLemma=institute,lastPos=NN,nextToken=.,nextLemma=.,nextPos=.,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=indicate-78-1;!say-37.7-1,depth=3,parentNode=VP,"siblings=S;!,;!NP;!VP;!.",distStart=33,distEnd=1,inQuotes=False,label=Y,metaData=2;33;wsj_2410.xml
thisToken=leave,thisLemma=leave,thisPos=VB,lastToken=would,lastLemma=would,lastPos=MD,nextToken=GDP,nextLemma=GDP,nextPos=NNP,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=escape-51.1-1;!fulfilling-13.4.1;!future_having-13.3;!keep-15.2;!leave-51.2-1,depth=5,parentNode=VP,siblings=MD;!VP,distStart=20,distEnd=14,inQuotes=False,label=N,metaData=2;20;wsj_2410.xml
thisToken=continues,thisLemma=continue,thisPos=VBZ,lastToken=economy,lastLemma=economy,lastPos=NN,nextToken=to,nextLemma=to,nextPos=TO,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=continue-55.3,depth=6,parentNode=VP,siblings=NP;!VP,distStart=3,distEnd=31,inQuotes=False,label=N,metaData=2;3;wsj_2410.xml
thisToken=expand,thisLemma=expand,thisPos=VB,lastToken=to,lastLemma=to,lastPos=TO,nextToken=by,nextLemma=by,nextPos=IN,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=other_cos-45.4,depth=9,parentNode=VP,siblings=TO;!VP,distStart=5,distEnd=29,inQuotes=False,label=N,metaData=2;5;wsj_2410.xml
thisToken=posted,thisLemma=post,thisPos=VBN,lastToken=rise,lastLemma=rise,lastPos=NN,nextToken=in,nextLemma=in,nextPos=IN,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=send-11.1,depth=5,parentNode=VP,siblings=VB;!VP,distStart=9,distEnd=3,inQuotes=False,label=N,metaData=3;9;wsj_2410.xml
thisToken=said,thisLemma=say,thisPos=VBD,lastToken=Inc.,lastLemma=Inc.,lastPos=NNP,nextToken=it,nextLemma=it,nextPos=PRP,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=indicate-78-1;!say-37.7-1,depth=3,parentNode=VP,siblings=NP;!VP;!.,distStart=5,distEnd=21,inQuotes=False,label=Y,metaData=0;5;wsj_2409.xml
thisToken=purchased,thisLemma=purchase,thisPos=VBD,lastToken=it,lastLemma=it,lastPos=PRP,nextToken=about,nextLemma=about,nextPos=IN,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=obtain-13.5.2-1,depth=6,parentNode=VP,siblings=NP;!VP,distStart=7,distEnd=19,inQuotes=False,label=N,metaData=0;7;wsj_2409.xml
thisToken=said,thisLemma=say,thisPos=VBD,lastToken=Physicians,lastLemma=Physicians,lastPos=NNP,nextToken=it,nextLemma=it,nextPos=PRP,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=indicate-78-1;!say-37.7-1,depth=3,parentNode=VP,siblings=NP;!VP;!.,distStart=2,distEnd=13,inQuotes=False,label=Y,metaData=1;2;wsj_2409.xml
thisToken=replaced,thisLemma=replace,thisPos=VBD,lastToken=also,lastLemma=also,lastPos=RB,nextToken=four,nextLemma=four,nextPos=CD,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=exchange-13.6,depth=6,parentNode=VP,siblings=NP;!ADVP;!VP,distStart=5,distEnd=10,inQuotes=False,label=N,metaData=1;5;wsj_2409.xml
thisToken=provides,thisLemma=provide,thisPos=VBZ,lastToken=American,lastLemma=american,lastPos=JJ,nextToken=a,nextLemma=a,nextPos=DT,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=fulfilling-13.4.1-2,depth=3,parentNode=VP,siblings=NP;!VP;!.,distStart=1,distEnd=10,inQuotes=False,label=N,metaData=2;1;wsj_2409.xml
thisToken=provides,thisLemma=provide,thisPos=VBZ,"lastToken=,","lastLemma=,","lastPos=,",nextToken=management,nextLemma=management,nextPos=NN,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=fulfilling-13.4.1-2,depth=3,parentNode=VP,siblings=NP;!VP;!.,distStart=8,distEnd=11,inQuotes=False,label=N,metaData=3;8;wsj_2409.xml
thisToken=based,thisLemma=base,thisPos=VBN,"lastToken=,","lastLemma=,","lastPos=,",nextToken=in,nextLemma=in,nextPos=IN,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=,depth=4,parentNode=VP,"siblings=NP;!,;!VP;!,",distStart=2,distEnd=17,inQuotes=False,label=N,metaData=3;2;wsj_2409.xml
thisToken=had,thisLemma=have,thisPos=VBD,lastToken=Prime,lastLemma=Prime,lastPos=NNP,nextToken=a,nextLemma=a,nextPos=DT,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=,depth=3,parentNode=VP,"siblings=SBAR;!,;!NP;!VP;!.",distStart=8,distEnd=14,inQuotes=False,label=N,metaData=4;8;wsj_2409.xml
thisToken=ended,thisLemma=end,thisPos=VBD,lastToken=year,lastLemma=year,lastPos=NN,nextToken=June,nextLemma=June,nextPos=NNP,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=stop-55.4-1,depth=5,parentNode=VP,siblings=NP;!VP,distStart=3,distEnd=19,inQuotes=False,label=N,metaData=4;3;wsj_2409.xml
thisToken=announced,thisLemma=announce,thisPos=VBN,lastToken=has,lastLemma=have,lastPos=VBZ,nextToken=a,nextLemma=a,nextPos=DT,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=say-37.7-1,depth=4,parentNode=VP,siblings=VBZ;!VP,distStart=7,distEnd=31,inQuotes=False,label=N,metaData=0;7;wsj_2420.xml
thisToken=is,thisLemma=be,thisPos=VBZ,lastToken=shareholder,lastLemma=shareholder,lastPos=NN,nextToken=France,nextLemma=France,nextPos=NNP,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=,depth=12,parentNode=VP,siblings=VP,distStart=26,distEnd=12,inQuotes=False,label=N,metaData=0;26;wsj_2420.xml
